school.id,school.name,telephone,fax,email,principal,website,street,suburb,city,postal.address.1,postal.address.2,postal.address.3,postal.code,urban.area,school.type,definition,authority,gender.students,territorial.authority,regional.council,moe.local.office,education.region,general.electorate,maori.electorate,census.area.unit,ward,longitude ,latitude,decile,total.roll,european,maori,pacific.island,asian,MELAA,other,international.students
3955,Glenorchy School,03 4429900,03 4429975,principal@glenorchy.school.nz,Mary Grant,,Oban Street,,Glenorchy,PO Box 19,,Glenorchy,9350,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Southern,Clutha-Southland,Te Tai Tonga,Glenorchy,Queenstown-Wakatipu Ward,168.387023,-44.850681,9,26,19,6,1,0,0,0,0
3956,Gore Main School,03 2087615,03 2081715,office@goremain.school.nz,Mary Miller,http://www.goremain.school.nz/,Ardwick Street,,Gore,39 Ardwick Street,,Gore,9710,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,North Gore,Gore Ward,168.940582,-46.095977,6,216,170,37,3,4,1,1,0
3957,Gorge Road School,03 2395763,03 2395098,office@gorgeroad.school.nz,Timothy Marriott,http://www.gorgeroad.school.nz,Factory Road,,Invercargill,Factory Road,RD 5,Invercargill,9875,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Waituna,Waihopai Ward,168.700463,-46.473933,8,58,38,9,2,6,2,1,0
3961,Halfmoon Bay School,03 2191179,,office@halfmoonbay.school.nz,Kathryn Johnson,,Ayr Street,Half Moon Bay,Stewart Island,PO Box 58,,Steward Island,9840,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Stewart Island,Stewart Island Ward,168.128122,-46.899109,4,26,14,12,0,0,0,0,0
3963,Heddon Bush School,03 2361144,03 2361144,office@heddonbush.school.nz,Raewyn Lang,http://www.heddonbush.school.nz/,Shaws Trees Road,,Winton,233 Hall Road,RD 3,Winton,9783,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Fairfax,Wallace Ward,168.153938,-46.077874,8,62,48,5,0,6,3,0,0
3964,Hedgehope School,03 2306106,03 2306106,office@hedgehope.schoolzone.net.nz,Kathryn Russell,,Winton-Hedgehope Highway RD 2,Hedgehope,Invercargill,2250 Winton Hedgehope Highway,RD 2,Invercargill,9872,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Hokonui,Winton Ward,168.541994,-46.207506,7,21,17,2,0,2,0,0,0
3966,Invercargill Middle School,03 2186444,03 2182444,office@middle.school.nz,Stanley Tiatia,,31 Jed Street,,Invercargill,31 Jed Street,,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Otakaro Park,Area Outside Ward,168.357518,-46.411357,3,160,97,43,6,10,2,2,0
3967,Windsor North School,03 2178819,03 2178906,principal@windsornorth.school.nz,Roger Stephenson,http://www.windsornorth.school.nz,91 Chelmsford Street,Windsor,Invercargill,91 Chelmsford Street,Windsor,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Rosedale,Area Outside Ward,168.36646,-46.393262,8,305,251,32,7,10,4,1,0
3969,Isla Bank School,03 2246171,03 2246174,office@islabank.school.nz,Clare Robinson,,3 Lindsay-Calcium Road,,Otautau,3 Lindsay Calcium Road,RD 3,Otautau,9683,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Fairfax,Wallace Ward,168.125513,-46.205735,8,34,26,6,0,2,0,0,0
3973,Knapdale School,03 2089473,03 2083512,principal@knapdale.schoolzone.net.nz,Lynette Bruce,,Knapdale Road,,Gore,872 Knapdale Road,RD 3,Gore,9773,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Chatton,Waikaka Ward,168.91859,-46.01001,7,43,37,2,0,2,1,1,0
3975,Limehills School,03 2360772,03 2360772,office@limehills.school.nz,James Turrell,,Derby Road,,Limehills,Counter Delivery,Limehills Postcentre,Limehills,9739,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Hokonui,Winton Ward,168.328779,-46.065269,9,178,132,24,1,17,4,0,0
3977,Lochiel School,03 2217079,03 2217079,principal@lochiel.school.nz,Timothy Page,http://www.lochiel.school.nz,Smith Road,,Winton,Smith Road,RD 1,Winton,9781,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Waianiwa,Wallacetown Ward,168.335152,-46.206017,9,59,48,1,0,9,0,1,0
3979,Longford Intermediate,03 2087416,03 2087416,admin@longford.school.nz,Shona Hewlett,http://www.longford.school.nz,5 Wayland Street,,Gore,5 Wayland Street,,Gore,9710,Secondary Urban Area,Intermediate (year 7 and 8),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,West Gore,Gore Ward,168.932766,-46.111692,5,166,136,27,3,0,0,0,0
3980,Lumsden School,03 2487474,03 2487474,office@lumsden.school.nz,Andrew Watson,,19 Maria Street,,Lumsden,19 Maria Street,,Lumsden,9730,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Lumsden Community,Five Rivers Ward,168.448517,-45.740743,5,91,79,7,1,3,0,1,0
3981,Willowbank School,03 2071876,03 2071876,info@willowbank.school.co.nz,Lisa Parish,,24 East Chatton Road RD 3,Maitland,Gore,East Chatton Road,RD 3,Gore,9773,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Chatton,Waikaka Ward,169.027259,-45.994445,8,13,11,2,0,0,0,0,0
3982,Makarewa School,03 2358556,03 2358561,admin@makarewa.school.nz,Kevin Silcock,http://www.makarewa.school.nz,56 Flora Road,Makarewa,Invercargill,56 Flora Road East,RD 6,Invercargill,9876,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Makarewa,Area Outside Ward,168.348407,-46.330007,8,135,114,16,1,3,1,0,0
3984,Mararoa School,03 2495816,03 2495815,office@mararoa.school.nz,Mary Baigent,,State Highway 94,,Te Anau,Te Anau Mossburn Highway,RD 2,Te Anau,9672,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Mararoa River,Te Anau Ward,167.894424,-45.545022,8,43,40,3,0,0,0,0,0
3986,Mataura School,03 2038507,03 2038507,office@mataura.school.nz,Susan Dennison,http://www.mataura.school.nz,Oakland Street,,Mataura,33 Oakland Street,,Mataura,9712,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Mataura,Mataura Ward,168.862867,-46.193167,1,108,62,37,8,1,0,0,0
3990,Mossburn School,03 2486288,03 2486288,office@mossburn.school.nz,Andrew Pardoe-Burnett,,28 Surrey Street,,Mossburn,PO Box 21,,Mossburn,9747,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Mossburn,Five Rivers Ward,168.237716,-45.668101,8,65,56,6,0,2,0,1,0
3991,Myross Bush School,03 2304817,03 2304819,office@myrossbush.school.nz,Timothy Lovelock,http://www.myrossbush.school.nz,"288 Mill Road North, RD 2",,Invercargill,288 Mill Road North RD 2,Myross Bush,Invercargill,9872,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Myross Bush,Area Outside Ward,168.417789,-46.372862,10,175,169,2,1,1,0,2,0
3997,Otama School,03 2089454,03 2089454,office@otama.school.nz,Natasha Houlahan,http://www.otama.school.nz/,12 Mcbain Road RD 3,Otama,Gore,12 Mcbain Road,RD 3,Gore,9773,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Chatton,Waikaka Ward,168.866583,-45.960186,9,36,27,3,0,6,0,0,0
4000,Otatara School,03 2131009,03 2130078,admin@otatara.school.nz,Sharon Livingstone,http://www.otatara.school.nz,146 Dunns Road,Otatara,Invercargill,146 Dunns Road,RD 9,Invercargill,9879,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Otatara,Area Outside Ward,168.290353,-46.431519,10,290,224,41,4,5,11,5,0
4001,Otautau School,03 2258320,03 2258915,office@otautau.school.nz,Benjamin Witheford,http://www.otautau.school.nz,Elles Road,,Otautau,19 Elles Road,,Otautau,9610,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Otautau,Wallace Ward,167.993238,-46.140711,5,155,119,26,3,4,3,0,0
4003,Pukerau School,03 2053857,03 2053857,office@pukerau.school.nz,Colleen Watt,,Pukerau Street,,Gore,24 Pukerau Street,RD 2,Gore,9772,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Kaiwera,Kaiwera-Waimumu Ward,169.095329,-46.09784,8,45,34,4,0,2,2,3,0
4005,Queenstown School,03 4429120,03 4429543,admin@queenstown.school.nz,Lynette Bird,http://www.queenstown.school.nz,20 Robins Road,,Queenstown,20 Robins Road,,Queenstown,9300,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Southern,Clutha-Southland,Te Tai Tonga,Queenstown Bay,Queenstown-Wakatipu Ward,168.659524,-45.027486,10,599,411,43,16,87,26,6,10
4006,Rimu School,03 2304415,03 2304478,office@rimu.school.nz,Pania Mcvay - Stewart,,440 Rimu Road RD 1,Rimu,Invercargill,440 Rimu Road RD 1,Rimu,Invercargill,9871,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Waituna,Waihopai Ward,168.50143,-46.400327,7,78,59,17,0,1,1,0,0
4007,Riversdale School,03 2025814,03 2025814,office@riversdale.school.nz,Kay Stevens,,Rutland Street,,Riversdale,PO Box 51,,Riversdale,9744,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Riversdale Community,Waikaia Ward,168.740694,-45.902597,8,146,123,15,2,4,1,1,0
4008,Riverton School,03 2348663,03 2348693,office@riverton.school.nz,Pamela Fleck,http://www.riverton.school.nz/,Leader Street,,Riverton,7 Leader Street,,Riverton,9822,Minor Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Riverton East,Riverton Ward,168.019371,-46.351858,5,172,116,48,2,6,0,0,0
4011,Ruru Special School,03 2159379,03 2159379,erin@rurued.school.nz,Mary Cairns,,Ruru Street,,Invercargill,Ruru Street,Waikiwi,Invercargill,9810,Main Urban Area,Special School,Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Grasmere,Area Outside Ward,168.345995,-46.376798,4,69,52,14,1,0,0,2,0
4013,Sacred Heart School (Waikiwi),03 2157317,03 2157317,principal@shsinv.school.nz,Peter Forde,,435 North Road,Waikiwi,Invercargill,435 North Road,Waikiwi,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Waikiwi,Area Outside Ward,168.349355,-46.370262,9,177,142,25,1,4,5,0,0
4014,Salford School,03 2179521,03 2179315,admin@salford.school.nz,Marlene Campbell,http://www.salford.school.nz,110 Lamond Street,,Invercargill,110 Lamond Street,Hargest,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Rosedale,Area Outside Ward,168.374473,-46.387942,9,233,189,31,1,8,2,2,0
4016,St Joseph's School (Queenstown),03 4428224,03 4425733,office@stjosephsqt.school.nz,Patricia Inder,http://www.stjosephsqt.school.nz,25 Beetham Street,,Queenstown,25 Beetham Street,,Queenstown,9300,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Queenstown-Lakes District,Otago Region,Dunedin,Southern,Clutha-Southland,Te Tai Tonga,Queenstown Hill,Queenstown-Wakatipu Ward,168.665437,-45.030948,10,147,120,9,2,8,3,5,0
4017,St Joseph's School (Invercargill),03 2186574,03 2141175,stjosephinv@xtra.co.nz,Jillian Baird,,70 Eye Street,,Invercargill,70 Eye Street,Appleby,Invercargill,9812,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Crinan,Area Outside Ward,168.352131,-46.416535,3,95,42,29,13,8,1,2,0
4018,St Mary's School (Gore),03 2087733,03 2087733,admin@stmarys.school.nz,Christopher Moriarty,http://www.stmarys.school.nz,14 Ardwick Street,,Gore,PO Box 120,,Gore,9740,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Central Gore,Gore Ward,168.940598,-46.102707,7,186,157,16,1,12,0,0,0
4019,St Patrick's School (Nightcaps),03 2257639,03 2257639,stpatricks@xtra.co.nz,,,Digger Street,,Nightcaps,11 Digger Street,,Nightcaps,9630,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Nightcaps,Wallace Ward,168.0362,-45.971577,2,20,4,16,0,0,0,0,0
4020,St Patrick's School (Invercargill),03 2168505,03 2168473,principal@stpatinv.school.nz,Callan Goodall,http://www.stpatinv.school.nz,161 Metzger Street,Georgetown,Invercargill,161 Metzger Street,Heidelberg,Invercargill,9812,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Heidelberg,Area Outside Ward,168.376927,-46.426749,3,273,164,78,29,2,0,0,0
4021,St Teresa's School (Bluff),03 2128567,03 2128035,stteresas.bluff@xtra.co.nz,,,181 Foyle Street,,Bluff,181 Foyle Street,,Bluff,9814,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Bluff,Area Outside Ward,168.335067,-46.600079,3,34,15,18,0,0,1,0,0
4022,St Theresa's School (Invercargill),03 2176502,03 2172561,admin@saint-theresas.school.nz,John Lieshout,http://saint-theresas.school.nz,161 King Street,,Invercargill,161 King Street,Windsor,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Windsor,Area Outside Ward,168.371596,-46.398797,8,289,265,9,2,7,6,0,0
4023,St Thomas School (Winton),03 2368261,03 2368261,office@stthomaswinton.school.nz,Julian Ineson,http://www.stthomaswinton.school.nz,1 Church Street,,Winton,PO Box 33,,Winton,9741,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Winton,Winton Ward,168.326613,-46.150533,8,76,52,0,0,24,0,0,0
4026,Te Anau School,03 2497131,03 2497131,admin@teanau.school.nz,Robin Rush,,181 Milford Road,,Te Anau,PO Box 210,,Te Anau,9640,Minor Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Te Anau,Te Anau Ward,167.718033,-45.413487,8,192,166,17,2,6,1,0,0
4027,Te Tipua School,03 2038550,03 203 8551,admin.tetipua@woosh.co.nz,Cheryl Marychurch,http://tetipuaschool.wikispaces.com/,State Highway 96,,Gore,Glencoe Highway,RD 4,Gore,9774,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Dacre,Te Tipua Ward,168.762621,-46.185411,8,39,38,0,0,0,0,1,0
4028,Thornbury School,03 2246309,03 2246309,,Elizabeth Batt,,28 Muriel Street,,Riverton,Muriel Street,RD 3,Riverton,9883,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Fairfax,Riverton Ward,168.095681,-46.290954,5,55,32,19,0,3,0,1,0
4029,Tisbury School,03 2168213,03 2168215,office@tisbury.school.nz,Andrea Joyce,,3 Boundary Road,,Invercargill,3 Boundary Road,Tisbury,Invercargill,9812,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Tisbury,Area Outside Ward,168.399842,-46.445012,4,107,80,20,4,3,0,0,0
4030,Tokanui School,03 2468738,03 2468738,office@tokanui.school.nz,Alma Richmond,,Duncan Street RD 1,,Tokanui,Duncan Street,RD 1,Tokanui,9884,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Toetoes,Toetoes Ward,168.946555,-46.563202,6,108,96,12,0,0,0,0,0
4032,Tuturau Primary School,03 2038254,03 2038254,office@tuturau.schoolzone.net.nz,Wendy Henry,,Shanks Road,,Gore,Shanks Road,RD 4,Gore,9774,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Toetoes,Toetoes Ward,168.855799,-46.251529,4,32,27,5,0,0,0,0,0
4034,Waianiwa School,03 2352858,03 2352858,office@waianiwa.school.nz,Susan Walker,http://www.waianiwa.school.nz/,Waianiwa Oporo Road,,Invercargill,Argyle Otahuti Road,RD 4,Invercargill,9874,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Waianiwa,Wallacetown Ward,168.25237,-46.296412,8,57,42,11,0,2,1,1,0
4035,Waihopai School,03 2184228,03 2141273,office@waihopai.school.nz,Allan Mitchell,http://www.waihopai.school.nz/,121 Herbert Street,Gladstone-Invercargill,Invercargill,121 Herbert Street,Gladstone,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Gladstone-Avenal,Area Outside Ward,168.354552,-46.395391,9,350,266,44,21,16,2,1,0
4036,Waikaia School,03 2027729,03 2027729,waikaiaschool@woosh.co.nz,Joslyn Henry,,22 Leamington Street,,Waikaia,PO Box 43,,Waikaia,9745,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Waikaia,Waikaia Ward,168.848061,-45.723948,9,24,23,0,0,1,0,0,0
4037,Waikaka School,03 2072887,03 2072887,office@waikaka.school.nz,Bronwyn Mccall,http://www.schoolground.co.nz/waikaka,22 Matheson Road RD 5,,Gore,22 Matheson Road,RD 5,Gore,9775,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Chatton,Waikaka Ward,169.017516,-45.926406,8,37,33,2,0,2,0,0,0
4040,Waimahaka School,03 2469871,03 2469871,waimahaka.sch@woosh.co.nz,Jeannette Craig,,Mataura Island 1141 Fortrose Road,,Waimahaka,CMB 16,RD 5,Invercargill,9875,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Toetoes,Toetoes Ward,168.812395,-46.514965,7,4,3,1,0,0,0,0,0
4046,Wallacetown School,03 2358097,03 2358097,admin@wallacetown.school.nz,Neville Hore,,34 Mauchline Street,,Wallacetown,Mauchline Street,,Wallacetown,9816,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Wallacetown,Wallacetown Ward,168.289782,-46.332286,6,56,43,9,1,3,0,0,0
4047,Waverley Park School,03 2179332,03 2179359,,Kerry Hawkins,http://www.waverleypark.school.nz,55 Eden Crescent,,Invercargill,Eden Crescent,Glengarry,Invercargill,9810,Main Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Invercargill City,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Waverley-Glengarry,Area Outside Ward,168.384189,-46.396574,5,266,168,84,7,5,0,2,0
4050,West Gore School,03 2087586,03 2087536,office@westgore.school.nz,Linda Fraser,http://www.westgore.school.nz/,120 Kitchener Street,,Gore,120 Kitchener Street,,Gore,9710,Secondary Urban Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Gore District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,West Gore,Gore Ward,168.9274,-46.10819,6,248,213,35,0,0,0,0,0
4052,Winton School,03 2367238,03 2367258,admin@winton.school.nz,Andrew Smith,,Eglinton Street,,Winton,PO Box 4,,Winton,9741,Minor Urban Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Clutha-Southland,Te Tai Tonga,Winton,Winton Ward,168.326764,-46.148108,7,234,202,24,2,3,2,1,0
4053,Woodlands Full Primary School,03 2313198,03 2313196,school@woodlandsfp.co.nz,Fiona Murray,http://www.woodlandsfp.co.nz,Woodlands Morton Mains Road,,Invercargill,Woodlands Morton Mains Road,RD 1,Invercargill,9871,Rural Area,Full Primary (Year 1-8),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Woodlands,Waihopai Ward,168.558112,-46.358673,9,94,77,8,0,8,0,1,0
4054,Wyndham School,03 2064780,03 2064017,office@wyndham.schoolzone.net.nz,Paul Williamson,http://www.wyndham.school.nz/,Florence Street,,Wyndham,35 Florence Street,,Wyndham,9831,Rural Area,Contributing (Year 1-6),Not Applicable,State: Not integrated,Co-Educational,Southland District,Southland Region,Invercargill,Southern,Invercargill,Te Tai Tonga,Wyndham,Toetoes Ward,168.843075,-46.324662,5,109,82,20,1,3,0,3,0
4100,Balmoral S D A School,09 6387903,09 6387940,secretary@balmoralsda.school.nz,Cherie Galloway,http://www.balmoralsda.school.nz,10 Wiremu Street,Balmoral,Auckland,PO Box 96047,Balmoral,Auckland,1342,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Auckland,Auckland Region,Auckland South,Northern,Mt Albert,Tamaki Makaurau,Maungawhau,Albert-Eden-Roskill Ward,174.745739,-36.887806,5,87,12,6,42,19,6,2,0
4101,Carncot School,06 3532302,06 3544195,admin@carncot.school.nz,Christine Michalski,http://www.carncot.school.nz,263 Broadway Avenue,,Palmerston North,263 Broadway Avenue,,Palmerston North,4414,Main Urban Area,Full Primary (Year 1-8),Not Applicable,Private: Fully Reg.,Girls School,Palmerston North City,Manawatu-Wanganui Region,Whanganui,Central South,Palmerston North,Te Tai Hauauru,Papaeoia,Papaioea Ward,175.621716,-40.349801,99,87,74,5,0,7,1,0,0
4104,Hadlow Preparatory School,06 3786597,06 3774222,office@hadlow.school.nz,Michael Mercer,http://www.hadlow.school.nz,68 High Street,,Masterton,68 High Street,Solway,Masterton,5810,Secondary Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Masterton District,Wellington Region,Wellington,Central South,Wairarapa,Ikaroa-Rawhiti,Solway North,Urban Ward,175.641051,-40.959595,8,194,169,10,5,8,0,2,0
4105,Hamilton Seventh-Day Adventist School,07 8564417,07 8560007,office@hamiltonsda.school.nz,Alan Fletcher,http://www.hamiltonsda.school.nz,46 Annebrook Road,Hillcrest,Hamilton,46 Annebrook Road,RD 3,Hamilton,3283,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Waikato District,Waikato Region,Hamilton,Central North,Waikato,Hauraki-Waikato,Matangi,Tamahere Ward,175.338465,-37.806765,7,71,36,7,11,6,4,5,2
4107,Parkside Christian S D A School,06 8448401,06 8448405,office@parkside.school.nz,Belinda Bestel,http://schools.roadshow.org/parksidechristianschool/,Tait Drive,Greenmeadows,Napier,PO Box 5085,Greenmeadows,Napier,4145,Main Urban Area,Full Primary (Year 1-8),Not Applicable,State: Integrated,Co-Educational,Napier City,Hawkes Bay Region,Napier,Central North,Napier,Ikaroa-Rawhiti,Greenmeadows,Taradale Ward,176.865846,-39.52605,3,24,7,2,10,1,3,1,0
4108,Hereworth School,06 8778138,06 8778190,office@hereworth.school.nz,Ross Scrymgrour,http://www.hereworth.school.nz,Te Mata Road,,Havelock North,PO Box 8074,,Havelock North,4157,Main Urban Area,Full Primary (Year 1-8),School with Boarding Facilities,Private: Fully Reg.,Boys School,Hastings District,Hawkes Bay Region,Napier,Central North,Tukituki,Ikaroa-Rawhiti,Havelock North Central,Havelock North Ward,176.890905,-39.666615,10,215,183,13,2,9,1,3,4
4109,Hohepa Home School (Napier),06 8442740,06 8444943,schooladmin@hawk.hohepa.org.nz,Gabi Jansen,http://www.hohepa.com/hawkes-bay-hohepa-school.php,21 Fryer Road,Poraiti,Napier,PO Box 7385,Taradale,Napier,4141,Main Urban Area,Composite (Year 1-15),Not Applicable,Private: Fully Reg.,Co-Educational,Napier City,Hawkes Bay Region,Napier,Central North,Napier,Ikaroa-Rawhiti,Poraiti,Taradale Ward,176.846214,-39.503196,6,34,26,5,1,2,0,0,0
